ts,REFERENCE_PRICE,STRATEGY1,STRATEGY2,STRATEGY3
49:54.9,103.208386,103.333494,103.362962,103.355112
49:59.9,103.193564,103.334273,103.349539,103.314895
50:04.8,103.196084,103.30481,103.311831,103.349973
50:09.8,103.24197,103.359712,103.342572,103.337676
50:14.9,103.227962,103.370679,103.363968,103.347729
50:19.7,103.155414,103.355065,103.350349,103.343331
50:24.8,103.169961,103.356395,103.361069,103.383288
50:30.0,103.195991,103.363162,103.317041,103.428053
50:35.0,103.177514,103.317164,103.371122,103.326775
50:39.4,103.197437,103.292914,103.361749,103.347625
50:43.9,103.22089,103.365569,103.356183,103.335522
50:50.0,103.204455,103.289047,103.323601,103.309507
50:55.0,103.212077,103.360393,103.327677,103.372574
50:59.7,103.200886,103.367072,103.359935,103.347505
51:04.9,103.228824,103.346346,103.333948,103.357834
51:07.8,103.227549,103.359505,103.342534,103.388979
51:15.0,103.199039,103.367614,103.348568,103.337225
51:19.4,103.25378,103.360474,103.338228,103.327204
51:24.3,103.1359,103.343279,103.350083,103.407896
51:29.4,103.220043,103.339031,103.451716,103.355087
51:34.9,103.212012,103.341597,103.282336,103.353117
51:39.3,103.255089,103.36666,103.379622,103.445837
51:44.1,103.222571,103.358844,103.372737,103.350718
51:49.8,103.193452,103.357965,103.35513,103.336999
51:54.9,103.218066,103.344483,103.35963,103.367613
51:59.9,103.205283,103.382285,103.352079,103.36968
52:04.8,103.23701,103.338966,103.385727,103.303129
52:09.9,103.230183,103.352807,103.348166,103.363209
52:14.9,103.190137,103.354848,103.38418,103.374865
52:19.2,103.240612,103.357307,103.387085,103.344405
52:24.4,103.213218,103.354846,103.276685,103.363856
52:29.7,103.249052,103.352198,103.367209,103.36912
52:34.3,103.204242,103.353372,103.353163,103.366417
52:39.7,103.221977,103.364484,103.337312,103.388073
52:43.7,103.222482,103.340409,103.354217,103.322576
52:49.5,103.193305,103.346418,103.376678,103.416685
52:54.3,103.211463,103.340475,103.301336,103.367491
52:59.8,103.227879,103.363446,103.326202,103.358857
53:04.9,103.218613,103.343878,103.353528,103.319666
53:09.6,103.209551,103.354676,103.350907,103.361189
53:14.6,103.172368,103.352016,103.328649,103.3602
53:19.8,103.223577,103.268661,103.354804,103.408324
53:25.0,103.208252,103.390455,103.356157,103.318496
53:29.7,103.223247,103.354134,103.312663,103.368773
53:35.0,103.217384,103.337621,103.373865,103.345245
53:39.8,103.189866,103.356309,103.412612,103.346912
53:42.4,103.245425,103.372818,103.351127,103.34739
53:48.4,103.219711,103.368852,103.379464,103.378124
53:55.0,103.20509,103.337516,103.339943,103.331614
53:59.7,103.15623,103.357684,103.33246,103.330571
54:04.6,103.193116,103.310573,103.326513,103.328732
54:08.9,103.203204,103.370811,103.344781,103.394586
54:15.0,103.213408,103.350497,103.346588,103.333661
54:20.0,103.19665,103.341247,103.377701,103.361626
54:24.0,103.20802,103.332394,103.31972,103.349937
54:29.9,103.212635,103.34349,103.335616,103.344476
54:34.3,103.131263,103.354936,103.367486,103.350269
54:39.7,103.209861,103.305707,103.338176,103.348033
54:43.9,103.235989,103.392332,103.364766,103.313325
54:48.3,103.185726,103.363313,103.335797,103.365573
54:55.0,103.210267,103.342709,103.34026,103.362691
54:59.9,103.182257,103.365366,103.319328,103.327862
55:04.4,103.18772,103.327435,103.36407,103.350381
55:09.2,103.240563,103.354083,103.333533,103.387141
55:13.9,103.196064,103.322239,103.310758,103.32842
55:19.2,103.219244,103.287241,103.290942,103.40451
55:24.0,103.195653,103.329089,103.319346,103.370122
55:29.5,103.195295,103.336515,103.31889,103.303452
55:34.3,103.236559,103.333619,103.339692,103.369381
55:39.6,103.206914,103.307927,103.340846,103.355623
55:44.9,103.206409,103.297534,103.341873,103.32082
55:49.6,103.192394,103.328792,103.334833,103.387275
55:54.4,103.153049,103.215346,103.342136,
55:59.5,103.201819,103.303647,103.327674,103.302464
56:04.4,103.165108,103.348196,103.284947,103.372153
56:07.6,103.268891,103.328651,103.341879,103.32633
56:14.9,103.182742,103.332042,103.334353,103.343999
56:20.0,103.202231,103.335085,103.35335,103.332394
56:24.3,103.202838,103.341858,103.369692,103.387116
,,,,
56:35.0,103.207707,103.368347,103.412626,103.390997
56:39.9,103.237416,103.329656,103.327295,103.385861
56:44.5,103.205109,103.308909,103.387324,103.330507
56:49.6,103.194153,103.334685,103.327533,103.346217
56:54.7,103.213942,103.33656,103.321888,103.341638
56:59.7,103.246543,103.342271,103.353183,103.351073
57:04.8,103.205385,103.299377,103.291827,103.36415
57:09.8,103.227979,103.378711,103.312073,103.358153
57:15.0,103.219813,103.359481,103.359661,103.327945
57:19.7,103.197367,103.350699,,103.338167
57:23.0,103.212861,103.380845,103.353784,103.311609
57:29.8,103.196306,103.374859,103.338828,103.343459
57:34.8,103.218705,103.337045,103.391115,103.294297
57:39.8,103.22808,103.353944,103.384916,103.388381
57:44.9,103.220699,103.320897,103.3639,103.3181
57:49.1,103.227722,103.349049,103.346099,103.356455
57:55.0,103.240826,103.365435,103.34464,103.323778
57:59.7,103.208336,103.35018,103.377858,103.397191
58:04.6,103.206439,103.337751,103.351792,103.375012
58:09.7,103.1816,103.355238,103.331298,103.340809
58:14.9,103.176612,103.351166,103.305607,103.32115
58:19.8,103.204221,103.32922,103.33473,103.32015
58:23.7,103.218763,103.334603,103.335219,103.32605
58:29.2,103.165865,103.35827,103.337273,103.349595
58:34.9,103.204821,103.311192,103.349961,103.360515
58:39.1,103.186025,103.348923,103.318409,103.367742
58:44.4,103.21432,103.353717,103.34364,103.348842
58:49.9,103.208205,103.301803,103.295872,103.344548
58:54.4,103.233831,103.342735,103.363438,103.347336
58:59.9,103.290456,103.416896,103.362251,103.369558
59:04.7,103.214557,103.30817,103.377282,103.381823
59:09.9,103.208444,103.290625,103.349045,103.348736
59:14.6,103.180805,103.310044,103.336878,103.360001
59:19.9,103.22488,103.362982,103.345736,103.344998
59:24.7,103.17303,103.311757,103.342791,103.410477
59:29.9,103.174797,103.329276,103.350417,103.304461
59:34.7,103.206784,103.266975,103.324296,103.349888
59:39.7,103.242806,103.289653,103.333184,103.374726
59:45.0,103.193246,103.341187,103.360844,103.329859
59:49.8,103.191981,103.333677,103.362164,103.351734
59:54.8,103.204465,103.321201,103.287857,103.35422
00:00.0,103.193109,103.33486,103.359664,103.38195
00:04.4,103.18132,103.353062,103.310795,103.287775
00:09.9,103.186523,103.312043,103.299852,103.35974
00:14.3,103.192555,103.326429,103.390719,103.368802
00:19.5,103.171483,103.375239,103.320392,103.29396
00:24.3,103.185097,103.387056,103.336295,103.327992
00:29.9,103.248753,103.338765,103.268434,103.345007
00:34.9,103.190705,103.288741,103.287906,103.341138
00:39.2,103.183416,103.348482,103.335974,103.339367
00:44.0,103.190878,103.312604,103.347712,103.396929
00:50.0,103.191117,103.325826,103.328736,103.326418
00:54.8,103.179551,103.320061,103.338977,103.323951
00:59.9,103.181678,103.332972,103.381655,103.326633
01:04.2,103.203877,103.332547,103.385167,103.306496
01:09.9,103.193469,103.322023,103.346086,103.318524
01:14.3,103.243773,103.403672,103.317699,103.30746
01:19.6,103.141836,103.329681,103.338998,103.343514
01:24.9,103.173091,103.371945,103.346529,103.37217
01:30.0,103.200375,103.332499,103.279485,103.352247
01:34.2,103.148546,103.32669,103.334275,103.350681
01:39.8,103.183902,103.327208,103.346691,103.323414
01:44.1,103.150853,103.321391,103.346214,103.327046
01:49.5,103.200169,103.266548,103.324748,103.305877
01:53.9,103.228821,103.326013,103.318473,103.32695
01:59.2,103.188771,103.293325,103.351091,103.327572
02:04.5,103.202184,103.30493,103.282742,103.391053
02:08.1,103.220184,103.351332,103.343577,103.340788
02:14.9,103.189059,103.332654,103.347217,103.315621
02:17.7,103.19662,103.283963,103.314054,103.307373
02:24.9,103.16767,103.322364,103.332717,103.341593
02:30.0,103.226684,103.339424,103.316504,103.314777
02:34.8,103.219245,103.354374,103.303632,103.332376
02:40.0,103.242849,103.368065,103.342279,103.37486
02:44.5,103.179595,103.363044,103.311748,103.400337
02:48.9,103.210613,103.329438,103.35684,103.307346
02:54.7,103.184383,103.296316,103.3485,103.330695
03:00.0,103.209495,103.336152,103.309616,103.332638
03:04.8,103.165257,103.363097,103.377559,103.427794
03:09.8,103.180977,103.329317,103.33937,103.334462
03:12.6,103.206834,103.360458,103.355783,103.331273
03:19.8,103.228245,103.331295,103.30063,103.332861
03:24.6,103.191375,103.335879,103.35389,103.317379
03:29.6,103.223559,103.319289,103.34321,103.243408
03:34.3,103.220734,103.346683,103.329905,103.348382
03:39.9,103.205517,103.337066,103.334121,103.34585
03:44.9,103.206425,103.374756,103.327802,103.329382
03:50.0,103.197954,103.331448,103.324702,103.350536
03:54.8,103.222751,103.332094,103.323343,103.343356
03:59.8,103.158897,103.306773,103.354143,103.352499
04:04.8,103.131405,103.349697,103.320242,103.337371
04:10.0,103.215058,103.3443,103.307265,103.3388
04:14.8,103.211556,103.388707,103.289802,103.346108
04:19.8,103.196903,103.354718,103.286379,103.342646
04:24.6,103.161394,103.345329,103.350149,103.37
04:29.9,103.184621,103.349072,103.335618,103.37844
04:34.6,103.197016,103.250387,103.327009,103.380206
04:40.0,103.257466,103.275038,103.364916,103.30076
04:45.0,103.178547,103.266984,103.366904,103.335556
04:49.9,103.167733,103.354935,103.33168,103.323929
04:54.9,103.224584,103.353682,103.361872,103.309882
04:59.7,103.180176,103.339025,103.329478,103.343938
05:04.8,103.191835,103.333637,103.338617,
05:09.9,103.141539,103.345742,103.329288,103.388241
05:14.7,103.20555,103.378691,103.310898,103.338887
05:19.8,103.197966,103.33713,103.340997,
05:24.7,103.198164,103.312158,103.321412,103.357833
05:29.7,103.170234,103.347112,103.304884,103.34561
05:32.5,103.178737,103.342273,103.400639,103.364435
05:39.7,103.223642,103.358937,103.331493,103.3465
05:44.9,103.323076,103.333653,103.390027,103.350288
05:49.6,103.209141,103.348112,103.346412,103.284091
05:54.8,103.238197,103.325299,103.320106,103.338125
06:00.0,103.210722,103.352122,103.334634,103.347524
06:04.9,103.204702,103.339172,103.430843,103.347362
06:09.9,103.191261,103.381062,103.350538,103.413915
06:14.9,103.161006,103.331727,103.371913,103.325571
06:19.8,103.186523,103.400977,103.322894,103.336198
06:24.8,103.215019,103.358016,103.342409,103.332814
06:30.0,103.186591,103.361506,103.421122,103.34749
06:34.5,103.221229,103.340132,103.331654,103.346982
06:39.5,103.204399,103.357056,103.391357,103.346368
06:44.9,103.185834,103.347355,103.331312,103.36026
06:50.0,103.2029,103.33407,103.346001,103.336908
06:54.8,103.203725,103.330311,103.342316,103.333574
06:59.7,103.217427,103.315775,103.341745,103.343912
07:04.9,103.226284,103.342511,103.355453,103.342515
07:10.0,103.182739,103.339397,103.331421,103.348767
07:14.7,103.198813,103.367825,103.329939,103.327424
07:19.8,103.267318,103.383358,103.342832,103.358348
07:24.8,103.247301,103.321519,103.356243,103.365878
07:29.6,103.193206,103.327455,103.290669,103.348766
07:33.4,103.212559,103.346857,103.334638,103.360636
07:39.9,103.146107,103.348989,103.297493,103.348642
07:44.6,103.200954,103.32234,103.356741,103.352901
07:48.7,103.2016,103.333153,103.411876,103.316249
07:54.8,103.165535,103.335756,103.348046,103.347858
07:59.3,103.184921,103.332782,103.343609,103.367246
08:04.8,103.228033,103.342417,103.355212,103.289361
08:10.0,103.175432,103.388462,103.336498,103.330229
08:13.8,103.194002,103.319908,103.354465,103.343881
08:19.7,103.266727,103.379111,103.334641,103.35407
08:24.5,103.209842,103.327272,103.338699,103.277733
08:30.0,103.180797,103.342027,103.339372,103.310708
08:34.5,103.245709,103.331746,103.319858,103.331255
08:39.9,103.208119,103.317402,103.351429,103.327028
08:44.8,103.211846,103.332143,103.322294,103.350884
08:49.9,103.205839,103.321919,103.347494,103.322631
08:55.0,103.174078,103.322168,103.300321,103.339761
09:00.0,103.263924,103.391628,103.30012,103.317365
09:04.8,103.193537,103.336871,103.289187,103.340958
09:09.7,103.263179,103.330778,103.335032,103.311445
09:14.8,103.220558,103.355341,103.293003,103.333663
09:19.9,103.191074,103.398587,103.250172,103.32977
09:25.0,103.198489,103.338783,103.335715,103.326301
09:29.6,103.213227,103.356449,103.33858,103.35078
09:34.1,103.196795,103.281632,103.328531,103.327358
09:38.9,103.209571,103.333644,103.337126,103.326394
09:44.9,103.12263,103.349693,103.373709,103.356714
09:50.0,103.232273,103.256845,103.333709,103.344187
,,,,
09:58.1,103.212327,103.350612,103.277723,103.325349
10:04.5,103.184881,103.340302,103.333516,103.333488
10:09.8,103.195282,103.287484,103.344549,103.334623
10:15.0,103.184831,103.349072,103.284464,103.346017
10:19.7,103.200521,103.3541,103.359168,103.331025
10:24.8,103.157054,103.362981,103.30044,103.348044
10:29.9,103.226079,103.321524,103.349886,103.330426
10:34.9,103.193003,103.269561,103.356639,103.350333
10:40.0,103.200659,103.321082,103.329494,103.326338
10:43.3,103.213645,103.342555,103.321299,103.298367
10:49.9,103.195171,103.335496,103.302226,103.344215
10:54.9,103.197785,103.322489,103.285721,103.346036
10:59.5,103.170259,103.349786,103.331722,103.335607
11:03.7,103.2385,103.305086,103.361006,103.314171
11:09.4,103.239627,103.320475,103.325887,103.316027
11:15.0,103.184369,103.342339,103.323831,103.318254
11:19.8,103.210275,103.32534,103.319993,103.325871
11:24.8,103.181377,103.350759,103.310849,103.295091
11:29.6,103.203304,103.316718,103.322043,103.274418
11:34.9,103.16656,103.30472,103.367693,103.358771
11:39.9,103.185595,103.345837,103.327914,103.328533
11:43.9,103.159011,103.317217,103.327092,103.319924
11:49.5,103.190485,103.322047,103.331748,103.376585
11:53.9,103.186775,103.356724,103.308858,103.330244
11:59.2,103.178389,103.26054,103.357919,103.336191
12:04.9,103.128833,103.334793,103.323454,103.339264
12:09.8,103.15411,103.327996,103.346521,103.343423
12:14.8,103.185358,103.333104,103.330532,103.339478
12:19.3,103.183351,103.311394,103.31782,103.325082
12:24.5,103.185979,103.311368,103.331334,103.325172
12:29.7,103.241748,103.266566,103.350225,103.32162
12:35.0,103.172075,103.280074,103.322405,103.340714
12:39.1,103.1928,103.278715,103.317642,103.303651
12:44.6,103.154039,103.311828,103.318807,103.291265
12:49.9,103.189404,103.314365,103.356171,103.328622
12:52.1,103.173688,103.338471,103.302925,103.318472
13:00.0,103.175202,103.363197,103.381022,103.32382
13:04.5,103.173884,103.30892,103.32541,103.321276
13:08.7,103.213962,103.312321,103.332057,103.403385
13:14.8,103.114787,103.320579,103.278887,103.331079
13:19.9,103.201573,103.365171,103.335021,103.324604
13:24.7,103.166188,103.318179,103.29002,103.328559
13:29.4,103.170059,103.331199,103.315562,103.365902
13:34.9,103.156105,103.316075,103.314557,103.306119
13:39.7,103.196517,103.372514,103.318983,103.328765
13:44.7,103.151677,103.32223,103.306737,103.322461
13:49.7,103.197195,103.286585,103.337581,103.315788
13:54.9,103.16905,103.305881,103.276641,103.311727
13:59.9,103.192104,103.330879,103.295239,103.330518
14:04.5,103.211505,103.321848,103.344189,103.324746
14:09.2,103.179047,103.305995,103.335235,103.410387
14:14.9,103.190083,103.350881,103.341004,103.313484
14:19.7,103.166555,103.332605,103.324274,103.336891
14:24.8,103.189042,103.331949,103.335577,103.282519
14:29.5,103.183939,103.340341,103.346531,103.471244
14:35.0,103.198434,103.315696,103.321515,103.362481
14:40.0,103.17007,103.349032,103.412467,103.350463
14:44.9,103.175991,103.320187,103.336754,103.350905
14:49.8,103.177017,103.272415,103.301819,103.35528
14:55.0,103.168332,103.38493,103.281807,103.339097
14:59.4,103.225448,103.315581,103.349109,103.358815
15:04.7,103.211441,103.324233,103.325252,103.328844
15:09.8,103.142117,103.319449,103.329694,103.314924
15:14.9,103.20431,103.301146,103.306969,103.311946
15:19.9,103.197889,103.327819,103.353489,103.312124
15:24.9,103.220025,103.357261,103.343106,103.338603
15:29.9,103.130273,103.321881,103.372273,103.295105
15:34.5,103.194189,103.340544,103.323142,103.356041
15:38.9,103.192898,103.39648,103.327309,103.330044
15:44.5,103.183103,103.35387,103.325936,103.313263
15:49.9,103.172343,103.286933,103.418076,103.346374
15:55.0,103.165125,103.367541,103.335868,103.315459
15:59.6,103.200057,103.325346,103.262023,103.328044
16:05.0,103.221787,103.332502,103.320958,103.331359
16:09.7,103.155892,103.333975,103.361165,103.378068
16:15.0,103.18283,103.329926,103.317333,103.323607
16:19.7,103.197045,103.320666,103.323986,103.215101
16:24.1,103.181462,103.340636,103.340475,103.349782
16:29.3,103.157025,103.309076,103.352872,103.321191
16:35.0,103.157829,103.307465,103.35936,103.307787
16:39.6,103.189425,103.312584,103.335161,103.375626
16:44.7,103.174534,103.342403,103.323025,103.36089
16:49.2,103.195034,103.350416,103.323132,103.313174
16:55.0,103.195628,103.313064,103.30623,103.321807
16:59.5,103.214645,103.385258,103.334019,103.330261
17:04.7,103.18636,103.360144,103.339635,103.346415
17:10.0,103.214294,103.352853,103.340343,103.327949
17:14.9,103.188458,103.263375,103.337371,103.335555
17:19.3,103.223254,103.332339,103.361042,103.305959
17:25.0,103.190007,103.365953,103.318133,103.324108
17:29.8,103.184242,103.327027,103.345829,103.348646
17:34.8,103.197972,103.350158,103.337564,103.335259
17:39.7,103.212386,103.338219,103.322348,103.318761
17:45.0,103.193214,103.341062,103.362012,103.336791
17:49.8,103.183361,103.352374,103.320021,103.346519
17:55.0,103.189027,103.305351,103.315645,103.350823
17:59.8,103.19163,103.294196,103.341563,103.346286
18:04.9,103.191399,103.331517,103.324217,103.309791
18:09.8,103.124974,103.328501,103.379727,103.32906
18:14.5,103.171109,103.362247,103.309842,103.348219
18:19.9,103.174997,103.332957,103.337986,103.407691
18:24.1,103.197926,103.333853,103.334523,103.38502
18:29.5,103.173172,103.274557,103.346591,103.327961
18:34.8,103.232938,103.336619,103.362958,103.313884
18:39.8,103.246939,103.345242,103.332248,103.344217
18:45.0,103.195288,103.330649,103.368132,103.324123
18:49.9,103.196304,103.360051,103.321135,103.350612
18:55.0,103.182081,103.316861,103.298561,103.334522
19:00.0,103.265187,103.35947,103.33153,103.35484
19:04.9,103.198301,103.326008,103.322263,103.348839
19:09.9,103.20031,103.325993,103.344388,103.334012
19:14.9,103.177313,103.323446,103.302812,103.349432
19:19.9,103.220266,103.373788,103.292994,103.317958
19:25.0,103.16515,103.325525,103.338433,103.332345
19:29.4,103.189934,103.342273,103.322362,103.333863
19:34.6,103.232867,103.385407,103.323392,103.290143
19:39.9,103.202374,103.30249,103.331747,103.333943
19:44.6,103.191133,103.30264,103.317128,103.343532
19:49.5,103.191526,103.282232,103.268007,103.344488
19:54.9,103.208705,103.330418,103.344637,103.331991
19:59.2,103.209132,103.310822,103.321419,103.339885
20:03.9,103.166134,103.353042,103.411611,103.334665
20:09.5,103.208598,103.336527,103.318827,103.330428
20:14.9,103.170625,103.37255,103.333878,103.248963
20:19.1,103.215947,103.362872,103.345514,103.359687
20:25.0,103.14121,103.35826,103.343089,103.308295
20:29.8,103.199186,103.340156,103.350475,103.363991
20:34.9,103.213256,103.378101,103.342636,103.348581
20:39.9,103.19293,103.313808,103.335551,103.352716
20:45.0,103.213992,103.361154,103.350492,103.302887
20:49.4,103.194312,103.401012,103.326868,103.344379
20:54.9,103.188128,103.338992,103.335967,103.318228
20:59.9,103.187825,103.310667,103.350126,103.324967
21:04.8,103.166646,103.339506,103.297048,103.335696
21:09.6,103.198158,103.327524,103.316345,103.318542
21:14.2,103.236946,103.387369,103.307407,103.337724
21:19.8,103.191976,103.329996,103.35981,103.341203
21:24.2,103.196785,103.340343,103.313069,103.321633
21:29.9,103.209379,103.337023,103.370831,103.395475
21:34.7,103.185489,103.318422,103.349041,103.351859
21:39.8,103.157445,103.287192,103.337514,103.267754
,,,,
21:50.0,103.18031,103.345254,103.270839,103.325405
21:55.0,103.188731,103.314749,103.322391,103.338254
21:59.9,103.188867,103.363633,103.343767,103.340534
22:04.4,103.156755,103.326966,103.330052,103.375013
22:09.7,103.225276,103.382122,103.333408,103.335528
22:14.9,103.175047,103.323723,103.344622,103.351622
22:19.8,103.162662,103.339501,103.322176,103.326366
22:24.4,103.222531,103.299304,103.296074,103.316782
22:29.6,103.203681,103.334479,103.345984,103.306736
22:34.9,103.148084,103.309073,103.305529,103.317409
22:39.7,103.139806,103.301125,103.302186,103.288817
22:45.0,103.169709,103.274584,103.329902,
22:49.7,103.189934,103.344611,103.32874,103.31474
22:54.9,103.175681,103.313688,103.326154,103.372232
22:59.9,103.171744,103.292244,103.333698,103.332258
23:05.0,103.189492,103.341841,103.306079,103.319113
23:09.8,103.154458,103.309866,103.321496,103.332637
23:14.8,103.169771,103.31478,103.333273,103.318702
23:19.7,103.178409,103.290653,103.344401,
23:24.9,103.184437,103.333282,103.320565,103.361834
23:29.1,103.112069,103.326629,103.318256,103.345069
23:34.4,103.180103,103.329183,103.31572,103.341041
23:39.7,103.200331,103.307284,103.31564,103.393386
23:44.2,103.184982,103.403531,103.326594,103.355611
23:49.8,103.26554,103.2914,103.362612,103.291138
23:55.0,103.200691,103.309641,103.320661,103.323961
23:59.4,103.13757,103.327881,103.298924,103.318101
24:05.0,103.18656,103.281692,103.354929,103.346336
24:10.0,103.183242,103.300979,103.334041,103.359938
24:15.0,103.122356,103.333286,103.320727,103.313858
24:19.5,103.142963,103.295043,,103.270303
24:25.0,103.165066,103.349691,103.339989,103.350778
24:29.7,103.202521,103.313247,103.259729,103.311341
24:34.8,103.130169,103.311993,103.298595,103.295271
24:39.8,103.239032,103.290393,103.307728,103.356886
24:44.6,103.153575,103.246855,103.28741,103.276599
24:49.6,103.183876,103.349959,103.319202,103.302214
24:54.7,103.124721,103.260452,103.309691,103.299922
24:59.7,103.155769,103.32221,103.287211,103.321941
25:04.0,103.16748,103.34262,103.308146,103.308028
25:09.8,103.185484,103.343095,103.289276,103.310857
25:14.8,103.187442,103.32545,103.296287,103.39295
25:18.7,103.196054,103.296123,103.267735,103.280212
25:24.9,103.223603,103.299087,103.312217,103.306169
25:29.7,103.174591,103.272135,103.290437,103.317457
25:35.0,103.143785,103.313868,103.296554,103.300687
25:39.6,103.156818,103.27942,103.236806,103.318845
25:44.6,103.181207,103.290818,103.255802,103.354696
25:49.8,103.167219,103.277075,103.328671,103.315811
25:54.8,103.183301,103.305829,103.313471,103.321481
26:00.0,103.1796,103.318833,103.309917,103.295013
26:04.3,103.188842,103.316688,103.289328,103.290861
26:08.8,103.168876,103.313386,103.305492,103.324391
26:15.0,103.189179,103.288153,103.283969,103.319949
26:19.7,103.172564,103.285359,103.270961,103.318855
26:25.0,103.1403,103.308184,103.308055,103.307514
26:28.8,103.165766,103.332612,103.349077,103.308439
26:35.0,103.16599,103.364587,103.308161,103.299856
26:39.3,103.148573,103.341437,103.299913,103.310106
26:44.7,103.167446,103.345129,103.309798,103.307415
26:49.8,103.194965,103.337271,103.275344,103.350756
26:55.0,103.168642,103.302178,103.308094,103.251277
26:59.7,103.166083,103.308748,103.311004,103.346424
27:05.0,103.176382,103.350445,103.310453,103.326923
27:10.0,103.196279,103.303153,103.30548,103.299079
27:13.9,103.216213,103.320503,103.311028,103.357954
27:19.5,103.226627,103.281517,103.348748,103.337125
27:24.6,103.165514,103.172151,103.213376,103.256065
27:30.0,103.218689,103.305704,103.299652,103.316345
27:35.0,103.184689,103.300079,103.381153,103.31392
27:39.8,103.171122,103.301385,103.301747,103.318464
27:44.9,103.185943,103.328941,103.31953,103.32388
27:49.9,103.208444,103.325327,103.313308,103.340035
27:54.9,103.192739,103.253201,103.327538,103.352148
27:59.8,103.190173,103.303916,103.329252,103.274576
,,,,
28:09.9,103.19158,103.342659,103.370351,103.325966
28:13.2,103.168027,103.343935,103.25265,103.227176
28:19.8,103.174733,103.360091,103.298025,103.346017
28:24.8,103.171456,103.344432,103.29777,103.273079
28:29.2,103.175082,103.32684,103.288599,103.331967
28:34.6,103.1423,103.410387,103.301384,103.310112
28:38.2,103.186968,103.334791,103.293089,103.318951
28:44.7,103.190313,103.321823,103.306301,103.314645
28:49.8,103.167892,103.364696,103.321514,103.329713
28:54.6,103.155236,103.296768,103.297312,103.365663
28:59.7,103.19667,103.282419,103.355519,103.35619
29:04.8,103.19042,103.313335,103.298509,103.334144
29:09.5,103.158898,103.292337,103.292939,103.290203
29:14.3,103.198934,103.301407,103.297298,103.355366
29:19.2,103.225893,103.331503,103.312935,103.327136
29:25.0,103.193229,103.327675,103.3239,103.326957
29:29.9,103.134677,103.265839,103.255672,103.31364
29:34.7,103.178686,103.329571,103.325702,103.329899
29:40.0,103.169717,103.361755,103.355839,103.298733
29:44.9,103.176368,103.288792,103.287208,103.248224
29:49.9,103.118246,103.320464,103.309557,103.319794
29:54.2,103.165114,103.288278,103.297118,103.293726
29:59.8,103.158289,103.287797,103.242085,103.309235
30:04.8,103.186111,103.32079,103.337982,103.306078
30:09.2,103.172942,103.294714,103.306624,103.300762
30:14.9,103.134325,103.371708,103.294408,103.313518
30:19.7,103.159433,103.291131,103.299419,103.296536
30:24.6,103.177131,103.313242,103.277831,103.326749
30:30.0,103.199141,103.31998,103.310889,103.316015
30:35.0,103.177363,103.276041,103.295207,103.295407
30:39.5,103.159652,103.316265,103.311628,103.282982
30:44.3,103.193244,103.318064,103.323713,103.328588
30:49.9,103.15068,103.327877,103.302551,103.323351
30:54.9,103.145705,103.328798,103.304674,103.354498
30:59.8,103.186289,103.308502,103.317321,103.333208
31:05.0,103.141354,103.308936,103.35553,103.313097
31:09.8,103.187993,103.306557,103.313849,103.316149
31:14.8,103.180758,103.346257,103.269428,103.359092
31:19.8,103.153487,103.278437,103.320831,103.362101
31:24.9,103.194177,103.304567,103.272679,103.327737
31:29.9,103.147584,103.326399,103.300859,103.236953
31:34.8,103.158339,103.313655,103.307818,103.261906
31:39.9,103.19415,103.295056,103.293702,103.310728
31:44.8,103.174185,103.329277,103.323982,
31:49.9,103.182193,103.313031,103.271414,103.308249
31:54.8,103.194328,103.28715,103.311834,103.313183
31:59.8,103.161239,103.324518,103.277796,103.316118
32:04.1,103.108413,103.324824,103.321345,103.322085
32:09.8,103.196142,103.31847,103.294587,103.333452
32:14.8,103.208856,103.334073,103.282593,103.337769
32:19.9,103.123439,103.293644,103.329356,103.322332
32:23.9,103.182978,103.259156,103.319119,103.326662
32:29.8,103.18198,103.347732,103.295403,103.321551
32:34.5,103.17498,103.29481,103.305379,103.301068
32:39.6,103.198054,103.313601,103.296736,103.330621
32:44.9,103.175631,103.314111,103.313073,103.338014
32:49.3,103.201243,103.34946,103.298637,103.344085
32:55.0,103.179,103.328209,103.332402,103.404739
32:59.9,103.229282,103.310593,103.325192,103.338733
33:04.8,103.211643,103.341374,103.32864,103.324269
33:09.7,103.179592,103.328952,103.315782,103.350909
33:14.8,103.202684,103.349455,103.359236,103.29083
33:19.9,103.226698,103.333048,103.314372,103.297103
33:25.0,103.190165,103.341137,103.338397,103.309434
33:30.0,103.185505,103.336522,103.325222,103.336845
33:34.9,103.157543,103.314074,103.33474,103.333165
33:39.9,103.189029,103.359377,103.333408,103.338441
33:45.0,103.206454,103.335851,103.356082,103.383193
33:49.9,103.200251,103.316903,103.305481,103.332487
33:54.9,103.082796,103.337885,103.330632,103.331763
33:59.9,103.170086,103.353593,103.374407,103.332797
34:04.5,103.1904,103.322164,103.333103,103.324622
34:09.9,103.203682,103.353175,103.318697,103.308726
34:14.4,103.200483,103.344584,103.273208,103.338594
34:19.7,103.220813,103.337085,103.341848,103.282189
34:24.6,103.204052,103.328341,103.306292,103.343373
34:29.8,103.219334,103.301384,103.323851,103.292842
34:34.8,103.2029,103.341531,103.341415,103.344977
34:39.9,103.173895,103.336389,103.268816,103.334165
34:44.4,103.185779,103.347249,103.340549,103.360661
34:49.4,103.173275,103.33139,103.350353,103.315811
34:54.9,103.159938,103.339937,103.323437,103.34814
